id,created_at,text
1383404442062495745,2021-04-17 12:58:16,"RT @Wurfschuh: #Laschet oder #Söder?

Antwort:
An #Covid_19 sterben Menschen.
DAS ist wirklich wichtig!

Wir brauchen den kompletten #LOCKD…"
1383404401591603206,2021-04-17 12:58:06,"@UlrichKelber @Tanja59467126 @Markus_Soeder You won the internet today, sir!"
1383404364392329216,2021-04-17 12:57:57,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383404358226771974,2021-04-17 12:57:56,"@QuizKlussmann @OlafGersemann @welt @OlafScholz @VP @ABaerbock Und genau das verbindet doch diese drei Männer. Söder hat kein Stil, Scholz keine Ideen und Laschet keine Argumente. Aber natürlich haben Sie recht, wenn der politische Kopf die Voraussetzungen erfüllt, dann spielt das Alter keine Rolle."
1383404317198020610,2021-04-17 12:57:46,Laschet und Söder weiter in «konstruktiven Gesprächen» https://t.co/TexeYUXoJL
1383404290564268035,2021-04-17 12:57:39,"RT @reitschuster: Vera Lengsfeld kennt Angela #Merkel seit 1990 und weiß, dass sie die CDU im Grunde immer abgelehnt hat. Hier ihre aktuell…"
1383404286390935553,2021-04-17 12:57:38,"RT @jonworth: These numbers are a bit all over the place at the moment, but the trend at the moment is clear: electorally Söder would be a…"
1383404272017047557,2021-04-17 12:57:35,"Zu Gast bei der „roten Gruppe“ habe ich eine seltsam ausgeleuchtete rote Nase mitgebracht, aber auch eine abweichende Meinung zu #laschetvssoeder @bild @welt  https://t.co/nMXF8PN4JW"
1383404253826347015,2021-04-17 12:57:31,Merkel-Vertraute gegen Söder - „Söder hat den verabredeten gemeinsamen Weg verlassen“ https://t.co/tbVtCRz5P1 #Stuttgart #Nachrichten
1383404240513634312,2021-04-17 12:57:28,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383404232338853889,2021-04-17 12:57:26,RT @hagenkev: Wer entscheidet über die K-Frage? ⁦@ChBaldauf⁩ will die CDU-Kreischefs einbinden. ⁦@derspiegel⁩ ⁦@vmedick⁩ ⁦@FlorianGathmann⁩…
1383404218619351042,2021-04-17 12:57:22,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383404215851118594,2021-04-17 12:57:22,"RT @Wurfschuh: #Laschet oder #Söder?

Antwort:
An #Covid_19 sterben Menschen.
DAS ist wirklich wichtig!

Wir brauchen den kompletten #LOCKD…"
1383404215733608451,2021-04-17 12:57:22,"@_FriedrichMerz Hallo Herr Merz,
ich bin keine CDU Wähler und es ist mir egal ob Söder oder Laschet. Wäre ich CDU Wähler, so hätten Sie mir am besten gefallen."
1383404117914095616,2021-04-17 12:56:58,"RT @andreasdotorg: Wie Laschet und Söder sich drum streiten, wer gegen Baerbock verlieren darf, und im Hintergrund hüpft Merz auf und ab, s…"
1383404075404840973,2021-04-17 12:56:48,RT @shlomosapiens: Warum wird dem Söder eigentlich so eine enorme Krisenmanagerkompetenz zugetraut? Die Zahlen für Bayern sind vergleichswe…
